,temperature,humidity,altitude,rain,sunshine,sow
4671,19.76,0.7067,1651.21,165.7,5.11,1
4672,16.55,0.5903,1598.7,146.71,5.13,0
4673,18.56,0.5856,1353.97,154.67,4.93,0
4674,19.0,0.6229,1487.17,145.5,5.18,1
4675,19.35,0.5387,1533.6,164.58,4.92,1
4676,18.47,0.5783,1406.17,171.79,4.96,0
4677,22.71,0.6557,1518.92,162.63,5.13,0
4678,20.97,0.6254,1523.45,145.73,5.08,1
4679,17.75,0.6344,1471.96,154.48,4.84,0
4680,20.13,0.3269,1399.51,146.97,4.94,0
4681,23.22,0.6521,1577.87,152.61,4.84,0
4682,22.45,0.576,1539.81,136.34,5.01,0
4683,13.53,0.5579,1422.88,168.65,5.11,0
4684,19.11,0.5984,1539.94,150.92,4.92,1
4685,21.44,0.5009,1536.24,132.45,4.96,1
4686,18.0,0.5791,1644.11,141.16,4.91,0
4687,13.85,0.7205,1434.19,165.18,4.86,0
4688,21.54,0.6851,1605.71,145.78,5.05,1
4689,15.73,0.5617,1314.69,167.41,4.87,0
4690,20.81,0.6635,1755.61,160.15,4.78,1
4691,21.41,0.5934,1658.25,144.03,5.07,1
4692,17.26,0.5929,1576.22,155.63,5.05,0
4693,19.1,0.4773,1406.99,173.9,5.09,0
4694,21.22,0.6181,1632.28,147.07,4.97,1
4695,17.38,0.5328,1525.8,141.61,4.89,0
4696,19.38,0.6162,1409.03,161.0,4.99,1
4697,23.69,0.4809,1515.39,153.77,5.0,0
4698,20.87,0.5144,1601.77,156.81,5.08,1
4699,18.3,0.5661,1516.84,143.71,5.07,0
4700,17.0,0.5346,1288.91,161.03,5.0,0
4701,25.14,0.5284,1541.1,146.13,4.96,0
4702,20.79,0.6335,1582.01,160.3,5.04,1
4703,12.69,0.6141,1461.59,145.13,4.93,0
4704,22.17,0.6666,1424.65,141.54,5.0,0
4705,19.18,0.6284,1551.1,144.04,5.05,1
4706,20.5,0.6542,1669.14,152.05,5.04,1
4707,16.76,0.6783,1340.82,157.1,5.04,0
4708,15.02,0.6648,1644.55,159.23,4.82,0
4709,17.81,0.7381,1775.97,140.59,5.0,0
4710,17.65,0.708,1745.11,154.61,5.02,0
4711,17.99,0.466,1511.52,169.63,4.95,0
4712,16.99,0.4873,1642.39,155.09,5.14,0
4713,18.34,0.5913,1453.18,146.1,4.97,0
4714,18.31,0.6682,1381.09,136.55,4.9,0
4715,21.41,0.6318,1326.47,151.5,5.05,1
4716,18.22,0.5299,1567.44,146.51,5.0,0
4717,22.49,0.5546,1566.94,170.68,5.12,0
4718,18.84,0.6857,1503.17,152.53,5.07,0
4719,21.12,0.6682,1542.89,136.15,4.92,1
4720,22.03,0.5956,1386.8,140.51,4.88,0
4721,21.34,0.5735,1648.84,151.81,5.05,1
4722,20.11,0.575,1444.7,139.49,5.05,1
4723,20.53,0.7818,1623.75,154.97,4.94,1
4724,19.03,0.5579,1457.11,168.98,5.05,1
4725,18.54,0.6394,1494.57,148.52,4.82,0
4726,20.33,0.7083,1860.53,162.93,4.95,1
4727,20.76,0.6708,1523.28,158.88,4.91,1
4728,16.66,0.4557,1443.16,173.74,4.88,0
4729,19.93,0.4787,1362.82,138.85,4.89,0
4730,26.35,0.4673,1316.8,159.91,5.01,0
4731,20.73,0.5772,1655.45,164.92,5.02,1
4732,23.33,0.4661,1647.97,152.21,4.98,0
4733,19.73,0.5187,1526.89,169.76,5.05,1
4734,17.36,0.7022,1353.84,157.02,5.08,0
4735,19.52,0.4507,1419.73,157.09,5.1,0
4736,13.91,0.6547,1725.04,139.71,4.85,0
4737,20.85,0.562,1715.19,155.09,5.01,1
4738,25.24,0.6944,1641.68,146.74,5.09,0
4739,18.81,0.6144,1548.97,137.31,4.9,0
4740,16.75,0.5082,1403.48,170.1,4.94,0
4741,22.48,0.4815,1568.51,157.84,4.88,0
4742,21.64,0.6433,1387.97,145.19,4.94,1
4743,18.55,0.6933,1710.46,146.26,5.07,0
4744,18.09,0.5188,1582.95,148.15,4.97,0
4745,18.86,0.5279,1549.39,150.68,5.02,0
4746,21.84,0.5764,1606.77,153.18,4.93,1
4747,20.86,0.5176,1512.07,152.59,5.01,1
4748,25.35,0.6034,1385.03,159.5,4.94,0
4749,19.52,0.6475,1518.58,154.41,4.88,1
4750,20.51,0.648,1458.48,144.57,4.95,1
4751,17.81,0.5241,1382.6,154.94,5.1,0
4752,17.87,0.6164,1550.17,156.41,4.94,0
4753,19.35,0.606,1590.49,154.2,5.08,1
4754,19.06,0.6384,1387.79,140.25,5.12,1
4755,18.16,0.479,1444.73,146.89,5.29,0
4756,19.03,0.3674,1529.51,147.51,5.13,0
4757,22.29,0.5561,1502.44,131.98,4.96,0
4758,18.62,0.5487,1614.8,142.2,5.06,0
4759,19.14,0.6359,1570.79,149.35,5.03,1
4760,20.21,0.548,1557.19,149.53,4.85,1
4761,17.85,0.5623,1554.41,146.23,5.08,0
4762,18.89,0.6517,1535.14,156.25,4.84,0
4763,24.29,0.603,1778.46,137.17,4.88,0
4764,20.4,0.5947,1513.66,167.37,5.0,1
4765,21.08,0.5927,1473.0,158.69,5.14,1
4766,17.76,0.6409,1611.38,141.75,4.93,0
4767,23.3,0.7154,1396.71,136.59,5.05,0
4768,19.07,0.6381,1266.99,164.19,4.96,1
4769,17.22,0.4165,1531.14,146.11,5.05,0
4770,18.74,0.6747,1445.57,156.89,5.08,0
4771,22.76,0.5705,1393.48,143.02,4.98,0
4772,24.74,0.5635,1507.16,139.74,4.96,0
4773,16.2,0.6778,1537.22,142.79,4.89,0
4774,13.33,0.6793,1465.78,129.94,5.1,0
4775,20.25,0.5651,1561.26,151.26,4.98,1
4776,17.72,0.7024,1470.83,138.22,5.08,0
4777,18.94,0.7717,1534.5,145.29,5.0,0
4778,20.87,0.5077,1606.0,154.52,4.91,1
4779,21.06,0.519,1548.13,138.34,5.13,1
4780,16.93,0.554,1722.05,150.28,5.02,0
4781,20.2,0.6145,1554.8,134.84,5.25,1
4782,18.75,0.7298,1481.35,153.12,5.1,0
4783,17.7,0.5859,1387.4,146.1,4.97,0
4784,21.55,0.5574,1477.59,152.61,5.0,1
4785,21.76,0.5252,1474.3,146.49,5.06,1
4786,17.79,0.639,1593.12,157.34,4.97,0
4787,18.56,0.497,1439.11,153.77,4.93,0
4788,24.72,0.6824,1777.67,156.33,4.94,0
4789,17.27,0.4954,1599.55,141.98,5.06,0
4790,20.43,0.4386,1638.43,144.33,5.0,0
4791,20.18,0.5116,1603.11,148.78,4.84,1
4792,23.7,0.7414,1490.75,156.46,5.0,0
4793,26.17,0.5622,1546.74,156.78,4.88,0
4794,17.12,0.58,1517.11,149.31,5.01,0
4795,14.47,0.5719,1492.66,145.46,5.01,0
4796,20.13,0.6019,1459.15,169.16,5.0,1
4797,19.09,0.492,1450.93,163.76,5.02,0
4798,22.03,0.6735,1744.09,158.78,5.04,0
4799,21.49,0.5193,1402.63,162.12,5.03,1
4800,22.33,0.5096,1667.72,158.13,4.96,0
4801,20.21,0.6642,1448.35,155.09,5.11,1
4802,22.66,0.6078,1350.58,135.9,4.96,0
4803,22.05,0.5604,1398.21,143.4,5.0,0
4804,19.67,0.7745,1312.64,143.17,4.95,1
4805,18.09,0.6164,1577.22,142.04,5.21,0
4806,20.15,0.5777,1770.91,138.66,4.97,1
4807,18.62,0.4343,1490.77,158.6,4.93,0
4808,19.27,0.6079,1613.43,155.85,4.92,1
4809,22.51,0.4778,1525.31,148.44,4.85,0
4810,19.3,0.5306,1465.94,153.06,4.92,1
4811,19.11,0.7468,1200.25,145.91,4.99,1
4812,20.91,0.7202,1362.36,152.86,4.89,1
4813,21.69,0.6525,1313.98,158.21,5.12,1
4814,19.47,0.4999,1499.96,140.66,4.94,0
4815,20.49,0.6073,1454.41,156.85,4.94,1
4816,19.14,0.4934,1514.74,141.74,5.11,0
4817,15.7,0.6805,1471.95,154.0,5.01,0
4818,21.0,0.6042,1452.72,167.21,5.0,1
4819,25.54,0.5735,1345.86,140.17,4.85,0
4820,24.46,0.5249,1380.61,144.52,5.05,0
4821,19.93,0.6272,1334.37,140.04,5.06,1
4822,21.0,0.63,1262.35,153.21,5.1,1
4823,22.56,0.5156,1562.07,144.3,5.0,0
4824,24.8,0.6906,1622.99,134.31,5.05,0
4825,19.82,0.6357,1511.05,152.56,4.96,1
4826,18.28,0.6128,1388.12,140.84,5.03,0
4827,21.77,0.8038,1575.77,142.52,5.04,0
4828,17.99,0.6017,1384.29,125.52,5.05,0
4829,23.28,0.5253,1387.83,157.0,5.13,0
4830,17.95,0.5503,1457.78,144.45,5.11,0
4831,19.13,0.5098,1503.05,156.54,5.1,1
4832,19.86,0.5105,1606.2,151.3,5.15,1
4833,22.55,0.5729,1466.93,156.36,4.87,0
4834,19.35,0.6134,1560.8,145.91,4.91,1
4835,22.73,0.6621,1477.26,126.79,4.94,0
4836,22.87,0.5287,1719.76,145.39,4.99,0
4837,21.58,0.766,1605.0,140.13,5.06,1
4838,23.19,0.583,1574.89,163.58,5.01,0
4839,19.58,0.6643,1535.32,156.85,5.09,1
4840,19.46,0.7022,1436.29,134.48,5.07,1
4841,19.35,0.754,1721.64,153.24,5.02,1
4842,18.28,0.6175,1578.88,162.13,5.19,0
4843,19.53,0.6698,1731.98,139.06,5.2,1
4844,20.57,0.4369,1463.57,168.1,4.97,0
4845,19.99,0.6041,1587.15,131.78,4.87,1
4846,19.09,0.7396,1342.05,133.91,5.03,1
4847,17.92,0.612,1465.03,145.06,5.08,0
4848,21.4,0.7036,1344.94,154.51,5.12,1
4849,20.67,0.7346,1484.39,174.08,5.09,1
4850,22.11,0.6315,1513.91,149.56,4.99,0
4851,18.18,0.62,1229.69,156.72,5.03,0
4852,23.3,0.5521,1441.85,152.75,5.05,0
4853,18.61,0.5585,1550.64,146.69,5.14,0
4854,19.38,0.4974,1369.29,149.11,4.99,0
4855,20.29,0.5546,1458.39,152.89,4.88,1
4856,18.19,0.64,1638.24,142.18,4.95,0
4857,21.41,0.5651,1412.66,151.29,4.93,1
4858,18.56,0.6161,1275.71,140.68,4.89,0
4859,16.34,0.526,1602.63,160.3,5.05,0
4860,20.08,0.4999,1354.7,156.94,4.93,0
4861,19.51,0.6573,1325.93,151.3,5.05,1
4862,17.95,0.6642,1450.43,142.26,5.39,0
4863,18.97,0.6526,1571.05,152.14,5.21,0
4864,21.42,0.7258,1320.31,141.49,5.2,1
4865,20.37,0.5035,1543.32,157.76,5.02,1
4866,21.9,0.6494,1441.87,136.24,4.87,1
4867,18.72,0.6108,1496.59,131.05,5.01,0
4868,17.57,0.6321,1504.18,151.0,5.05,0
4869,23.24,0.6851,1419.72,150.21,4.87,0
4870,21.13,0.5304,1465.73,143.49,5.04,1
4871,22.96,0.5168,1424.15,150.12,4.91,0
4872,25.44,0.6869,1470.89,151.48,4.99,0
4873,15.01,0.5376,1401.12,145.38,4.89,0
4874,17.93,0.5721,1481.66,153.48,4.95,0
4875,21.71,0.6051,1454.65,138.92,5.06,1
4876,19.7,0.621,1310.44,152.44,4.93,1
4877,15.63,0.7682,1463.96,147.18,5.13,0
4878,17.61,0.6988,1479.77,141.94,5.11,0
4879,18.15,0.6992,1507.15,145.22,5.1,0
4880,20.56,0.6102,1549.68,149.05,5.1,1
4881,15.56,0.4773,1512.23,148.65,4.96,0
4882,20.58,0.7459,1441.96,174.93,5.19,1
4883,17.3,0.6809,1541.19,144.22,4.99,0
4884,22.47,0.5567,1536.65,159.59,4.88,0
4885,21.99,0.615,1457.4,150.73,5.06,1
4886,21.79,0.5544,1520.66,178.31,4.98,1
4887,21.8,0.5749,1545.18,156.3,5.02,1
4888,24.4,0.678,1629.53,141.9,5.06,0
4889,19.51,0.4742,1577.75,154.46,5.09,0
4890,19.62,0.5826,1202.73,135.74,4.81,1
4891,21.57,0.6623,1563.62,150.53,5.08,1
4892,23.2,0.5987,1543.16,139.22,4.93,0
4893,23.18,0.6136,1474.42,144.77,4.94,0
4894,17.07,0.5729,1364.05,131.4,4.95,0
4895,18.67,0.6164,1585.07,189.96,5.04,0
4896,18.63,0.6912,1478.92,146.67,5.02,0
4897,19.78,0.738,1627.39,154.35,5.06,1
4898,19.67,0.7023,1505.29,143.04,4.82,1
4899,17.42,0.5361,1530.14,141.59,5.04,0
4900,22.96,0.5378,1523.64,146.13,5.02,0
4901,16.38,0.6336,1616.29,149.85,4.86,0
4902,17.7,0.5701,1375.79,144.6,4.97,0
4903,18.64,0.5272,1632.89,139.64,5.08,0
4904,17.75,0.5926,1507.33,158.2,4.87,0
4905,19.9,0.6186,1558.28,136.02,5.02,1
4906,22.03,0.5553,1484.88,135.69,5.01,0
4907,21.98,0.4601,1370.09,154.5,4.89,0
4908,20.49,0.5892,1562.73,159.31,5.11,1
4909,17.29,0.5641,1643.27,165.34,5.01,0
4910,14.95,0.6446,1438.45,142.12,5.23,0
4911,17.9,0.4669,1469.97,165.96,4.82,0
4912,17.52,0.6807,1208.71,135.76,5.16,0
4913,17.39,0.6837,1466.73,156.22,4.99,0
4914,21.9,0.6047,1516.62,125.98,4.85,1
4915,19.98,0.5143,1436.59,136.46,4.96,1
4916,23.24,0.6094,1492.47,148.91,5.04,0
4917,22.6,0.5821,1361.72,169.66,4.88,0
4918,23.59,0.614,1440.27,146.0,5.03,0
4919,22.27,0.7391,1565.51,137.06,5.08,0
4920,17.56,0.5466,1511.36,151.07,5.07,0
4921,16.89,0.6201,1360.8,146.43,4.94,0
4922,20.1,0.6654,1466.51,166.66,5.11,1
4923,22.71,0.6932,1468.01,149.08,4.97,0
4924,24.31,0.6023,1513.91,136.55,5.0,0
4925,17.8,0.6072,1488.51,158.09,5.16,0
4926,22.57,0.5422,1477.86,160.93,5.01,0
4927,16.79,0.53,1412.82,146.16,4.98,0
4928,17.96,0.5791,1525.19,153.08,4.97,0
4929,17.67,0.5725,1623.14,151.87,5.19,0
4930,20.53,0.5555,1482.78,150.41,4.92,1
4931,25.71,0.7375,1465.59,125.38,5.03,0
4932,20.21,0.6028,1310.44,152.78,4.92,1
4933,18.61,0.6274,1469.3,139.11,4.96,0
4934,19.01,0.6224,1570.17,153.13,4.88,1
4935,17.46,0.6813,1519.19,165.78,5.19,0
4936,22.17,0.6915,1464.68,161.83,5.0,0
4937,14.6,0.6783,1363.65,147.55,5.04,0
4938,19.9,0.5413,1271.87,148.95,5.13,1
4939,22.96,0.6685,1477.05,151.06,4.92,0
4940,20.44,0.6164,1616.61,138.01,4.88,1
4941,18.18,0.7457,1595.58,149.36,4.92,0
4942,22.77,0.6319,1531.48,157.03,4.89,0
4943,20.7,0.5344,1480.55,153.51,5.0,1
4944,16.69,0.7172,1555.57,180.34,4.96,0
4945,13.23,0.5706,1464.68,136.21,4.93,0
4946,20.2,0.7738,1433.17,134.1,5.01,1
4947,16.94,0.5306,1462.45,149.96,5.0,0
4948,15.97,0.6332,1226.5,160.03,4.93,0
4949,20.69,0.5386,1415.66,170.36,5.02,1
4950,27.05,0.5657,1510.95,144.39,4.83,0
4951,19.74,0.4965,1510.29,156.19,5.03,0
4952,21.84,0.7097,1492.84,152.95,5.11,1
4953,22.47,0.5858,1280.99,161.92,4.88,0
4954,23.8,0.559,1497.18,140.81,5.06,0
4955,19.0,0.5525,1445.18,152.73,4.98,1
4956,18.24,0.6637,1662.31,162.69,5.0,0
4957,20.21,0.6758,1531.42,151.63,5.02,1
4958,19.77,0.578,1315.32,151.59,5.23,1
4959,23.75,0.6895,1556.35,158.62,5.17,0
4960,22.78,0.5907,1533.72,144.56,5.04,0
4961,22.67,0.5297,1444.44,146.86,5.09,0
4962,19.26,0.6223,1504.18,155.47,4.76,1
4963,22.1,0.5983,1629.48,132.65,5.14,0
4964,22.48,0.6981,1461.52,144.79,5.14,0
4965,20.27,0.6222,1562.84,159.46,5.2,1
4966,18.55,0.6646,1352.27,156.82,4.93,0
4967,17.83,0.655,1414.87,133.43,4.93,0
4968,18.71,0.6688,1683.13,162.8,4.98,0
4969,22.53,0.6177,1550.11,138.64,4.96,0
4970,19.67,0.5932,1454.06,151.69,5.07,1
4971,23.92,0.5039,1513.06,155.9,5.2,0
4972,19.25,0.6126,1546.57,161.42,5.02,1
4973,21.58,0.6075,1460.3,150.45,5.04,1
4974,24.5,0.6914,1571.65,167.28,4.96,0
4975,18.57,0.6803,1422.68,134.65,5.12,0
4976,21.52,0.7006,1619.36,147.9,5.17,1
4977,19.63,0.5866,1661.72,155.27,4.99,1
4978,24.66,0.7348,1568.62,156.39,4.97,0
4979,22.94,0.7012,1500.31,154.85,5.04,0
4980,16.7,0.3864,1516.39,149.46,5.04,0
4981,18.48,0.5534,1440.2,138.43,4.95,0
4982,19.99,0.769,1587.48,149.15,4.76,1
4983,20.79,0.6242,1502.2,124.04,5.02,1
4984,16.27,0.6276,1530.95,151.43,5.08,0
4985,20.01,0.6297,1513.34,142.47,5.02,1
4986,19.18,0.5726,1556.57,134.1,4.88,1
4987,23.19,0.5809,1470.64,164.79,5.05,0
4988,19.26,0.5842,1419.86,150.31,5.17,1
4989,23.92,0.611,1606.72,135.28,5.04,0
4990,19.68,0.6049,1565.62,143.8,4.97,1
4991,21.5,0.6475,1425.24,128.0,5.05,1
4992,21.11,0.6656,1448.13,155.34,4.91,1
4993,16.85,0.5361,1293.52,167.79,5.05,0
4994,21.3,0.5622,1481.06,162.29,5.19,1
4995,20.63,0.6678,1489.36,151.13,5.0,1
4996,19.4,0.5133,1576.93,135.21,5.12,1
4997,16.84,0.5144,1690.5,161.98,5.15,0
4998,18.08,0.5127,1537.1,142.78,4.86,0
4999,17.35,0.6111,1470.89,135.97,4.75,0
5000,20.99,0.64,1688.44,156.74,5.01,1
5001,19.45,0.5547,1545.5,138.03,4.97,1
5002,20.86,0.5596,1454.71,150.39,4.95,1
5003,18.06,0.5601,1500.62,156.98,5.07,0
5004,21.41,0.5902,1311.47,163.87,4.98,1
5005,22.95,0.6998,1492.51,151.72,5.07,0
5006,22.14,0.5593,1576.83,150.99,5.0,0
5007,24.3,0.7338,1466.84,156.12,5.11,0
5008,17.2,0.6009,1426.08,135.11,4.99,0
5009,18.17,0.582,1526.41,139.07,5.02,0
5010,15.13,0.5167,1609.82,154.53,4.88,0
5011,19.59,0.5288,1701.88,154.09,4.88,1
5012,16.89,0.6073,1315.44,129.15,4.9,0
5013,14.11,0.6048,1567.9,149.93,4.91,0
5014,20.47,0.5219,1401.18,157.86,4.84,1
5015,16.04,0.6931,1501.86,143.85,5.19,0
5016,19.25,0.675,1610.08,140.15,5.13,1
5017,24.8,0.5443,1500.55,153.52,5.16,0
5018,20.91,0.5189,1655.56,145.58,4.94,1
5019,18.7,0.5647,1526.81,141.28,4.94,0
5020,24.8,0.6865,1596.52,148.59,5.02,0
5021,16.37,0.5285,1521.23,161.16,5.0,0
5022,18.39,0.6553,1420.5,135.92,4.8,0
5023,17.23,0.5433,1401.53,150.66,5.01,0
5024,21.6,0.631,1510.92,146.53,5.13,1
5025,18.78,0.6075,1520.03,149.91,4.93,0
5026,17.51,0.6234,1427.85,147.89,4.98,0
5027,24.33,0.5886,1360.4,164.42,4.97,0
5028,21.45,0.5517,1463.65,152.07,4.99,1
5029,18.3,0.5709,1346.9,154.48,4.8,0
5030,17.03,0.5812,1373.45,148.57,5.06,0
5031,18.14,0.6347,1540.15,172.88,4.92,0
5032,21.84,0.6259,1528.21,138.12,5.0,1
5033,17.99,0.6335,1436.82,158.01,5.12,0
5034,21.2,0.4493,1587.05,139.02,4.96,0
5035,17.68,0.4885,1544.61,156.63,5.08,0
5036,17.0,0.6033,1531.22,141.41,4.92,0
5037,17.72,0.6923,1456.23,147.1,4.92,0
5038,23.47,0.6113,1436.66,149.28,4.98,0
5039,24.79,0.6327,1401.44,143.62,5.19,0
5040,23.63,0.6419,1613.99,141.54,4.98,0
5041,18.94,0.5134,1663.47,133.28,5.05,0
5042,18.07,0.6599,1383.33,155.31,5.11,0
5043,17.23,0.5319,1455.87,163.39,5.11,0
5044,14.89,0.5473,1513.99,146.76,4.97,0
5045,21.64,0.6921,1546.89,139.33,5.19,1
5046,18.39,0.7065,1540.4,138.96,4.9,0
5047,17.73,0.6012,1304.89,150.06,4.96,0
5048,17.0,0.6319,1536.62,165.13,4.97,0
5049,21.75,0.72,1281.27,148.33,4.91,1
5050,15.26,0.5398,1501.74,150.15,4.95,0
5051,20.08,0.6319,1544.9,146.23,4.84,1
5052,19.72,0.6192,1497.76,176.19,5.01,1
5053,19.58,0.6049,1622.5,153.45,4.82,1
5054,23.27,0.6811,1448.55,149.83,4.94,0
5055,18.18,0.6736,1475.11,142.24,4.88,0
5056,20.0,0.4316,1459.61,149.4,4.98,0
5057,18.65,0.6886,1567.42,144.03,5.17,0
5058,18.97,0.5454,1440.66,150.45,4.93,0
5059,19.5,0.5675,1468.64,156.49,4.95,1
5060,19.39,0.6283,1473.14,153.11,4.98,1
5061,21.23,0.6282,1510.08,163.96,5.13,1
5062,19.76,0.6066,1477.43,147.36,5.2,1
5063,16.26,0.7057,1437.51,150.48,5.1,0
5064,19.44,0.6527,1428.98,145.78,5.11,1
5065,13.77,0.6794,1394.89,144.16,5.05,0
5066,18.59,0.6746,1649.85,152.83,4.91,0
5067,19.3,0.5061,1562.37,160.15,4.95,1
5068,20.2,0.6051,1731.49,153.08,4.88,1
5069,22.41,0.7079,1475.22,148.17,5.03,0
5070,17.44,0.601,1531.88,155.35,5.05,0
5071,19.22,0.5247,1404.24,151.68,5.08,1
5072,22.03,0.5464,1423.14,156.34,5.1,0
5073,15.78,0.5278,1592.88,169.57,4.84,0
5074,15.82,0.6217,1354.12,154.03,4.98,0
5075,23.95,0.7215,1524.45,157.1,5.08,0
5076,21.24,0.6667,1651.29,149.38,4.99,1
5077,22.05,0.7735,1370.86,150.69,4.93,0
5078,21.12,0.5541,1654.57,147.6,5.05,1
5079,24.58,0.6306,1555.36,162.42,5.05,0
5080,22.65,0.5748,1431.5,160.12,4.87,0
5081,20.24,0.8729,1605.09,134.81,5.08,0
5082,15.97,0.5556,1578.01,128.11,5.02,0
5083,20.85,0.6156,1560.27,144.47,4.93,1
5084,20.46,0.5179,1620.63,145.31,4.85,1
5085,19.53,0.5811,1445.38,152.68,4.94,1
5086,18.56,0.6671,1525.49,132.89,5.2,0
5087,17.79,0.5656,1756.36,157.35,5.22,0
5088,17.52,0.4106,1612.03,159.88,5.13,0
5089,21.92,0.5887,1531.28,127.79,5.11,1
5090,18.26,0.5594,1383.55,129.07,5.22,0
5091,20.68,0.6811,1445.36,142.27,5.07,1
5092,18.17,0.6698,1405.45,173.29,5.05,0
5093,18.56,0.5913,1407.65,156.63,4.87,0
5094,21.33,0.4824,1461.98,155.79,5.03,0
5095,24.28,0.5921,1521.68,158.78,4.95,0
5096,21.56,0.7161,1486.7,137.57,4.88,1
5097,18.26,0.6264,1681.42,157.67,5.06,0
5098,21.07,0.5853,1500.53,165.92,5.18,1
5099,16.91,0.4927,1410.18,167.84,5.02,0
5100,23.67,0.5336,1543.17,137.49,5.05,0
5101,15.28,0.619,1593.93,145.36,5.16,0
5102,20.29,0.6101,1446.44,150.11,4.96,1
5103,20.59,0.5302,1512.59,133.11,5.05,1
5104,19.8,0.6529,1373.22,152.27,4.98,1
5105,23.47,0.6823,1655.82,153.84,5.02,0
5106,20.44,0.6349,1467.17,142.97,4.95,1
5107,17.96,0.5853,1592.36,136.18,5.02,0
5108,19.7,0.7521,1657.31,150.7,5.01,1
5109,20.51,0.5627,1432.3,138.7,5.11,1
5110,20.42,0.6073,1649.93,147.53,4.94,1
5111,18.57,0.5657,1323.12,152.94,4.94,0
5112,17.43,0.574,1623.77,166.67,5.06,0
5113,15.94,0.7266,1658.61,143.95,5.0,0
5114,17.76,0.6509,1267.19,154.63,4.99,0
5115,19.96,0.6321,1538.34,143.42,4.92,1
5116,14.12,0.4951,1422.71,162.75,5.09,0
5117,22.66,0.488,1563.0,145.2,5.06,0
5118,19.73,0.5226,1441.3,140.08,4.98,1
5119,17.79,0.6198,1420.4,149.3,4.92,0
5120,23.09,0.6852,1449.19,151.52,4.99,0
5121,18.14,0.5375,1476.27,154.74,5.07,0
5122,22.66,0.5474,1499.05,154.31,4.99,0
5123,17.6,0.4384,1348.66,149.38,4.99,0
5124,21.23,0.4941,1504.25,122.89,4.93,0
5125,21.63,0.6115,1567.8,149.74,4.97,1
5126,22.17,0.5916,1521.7,140.05,4.93,0
5127,24.56,0.6353,1477.83,157.78,5.13,0
5128,22.84,0.5058,1608.83,157.59,5.18,0
5129,19.23,0.5032,1663.47,154.15,4.98,1
5130,18.82,0.7215,1305.99,139.62,4.94,0
5131,19.16,0.5278,1603.31,145.85,4.96,1
5132,15.88,0.6274,1541.38,160.42,5.01,0
5133,20.64,0.4904,1476.0,155.09,5.1,0
5134,18.24,0.6108,1343.85,133.05,5.09,0
5135,20.58,0.5406,1494.52,165.13,4.95,1
5136,18.5,0.6248,1570.05,149.53,4.99,0
5137,15.31,0.7198,1563.0,161.0,4.99,0
5138,24.13,0.6275,1420.36,146.31,4.99,0
5139,21.82,0.5643,1516.45,151.76,4.98,1
5140,18.77,0.5819,1531.31,148.47,4.95,0
5141,17.85,0.6262,1602.62,148.31,4.9,0
5142,17.05,0.7056,1415.01,139.32,5.05,0
5143,21.17,0.7344,1511.07,162.99,5.09,1
5144,19.3,0.6823,1538.93,168.93,5.02,1
5145,18.53,0.666,1386.12,137.15,5.04,0
5146,21.25,0.6013,1482.03,146.02,5.09,1
5147,17.31,0.5111,1515.3,152.51,4.77,0
5148,18.51,0.6718,1246.74,141.86,5.19,0
5149,20.51,0.7964,1485.81,139.52,4.85,1
5150,17.76,0.6788,1528.45,160.25,5.16,0
5151,18.5,0.6161,1451.98,153.48,5.04,0
5152,21.57,0.6145,1461.11,143.16,5.1,1
5153,14.74,0.5369,1553.57,148.08,4.93,0
5154,20.26,0.5868,1703.68,136.23,4.96,1
5155,16.13,0.6561,1326.17,143.7,5.02,0
5156,19.04,0.5051,1385.42,125.05,5.04,1
5157,21.21,0.5152,1588.93,146.63,4.97,1
5158,21.51,0.5797,1421.59,145.38,5.08,1
5159,23.61,0.6153,1528.55,163.17,5.04,0
5160,20.47,0.5922,1262.3,148.6,4.87,1
5161,21.25,0.6408,1589.9,148.26,4.93,1
5162,18.8,0.6109,1556.22,137.53,4.93,0
5163,28.41,0.5183,1508.42,137.96,4.94,0
5164,20.84,0.5693,1462.44,157.43,4.72,1
5165,19.35,0.7338,1613.42,154.35,4.99,1
5166,20.96,0.5605,1438.93,147.38,4.96,1
5167,22.28,0.5896,1464.23,149.05,5.06,0
5168,23.53,0.4583,1452.21,162.88,5.0,0
5169,21.4,0.6255,1614.41,149.39,5.09,1
5170,17.6,0.4977,1423.25,154.62,4.96,0
5171,21.33,0.5952,1582.95,135.44,4.89,1
5172,22.0,0.6123,1523.24,153.6,4.93,1
5173,18.75,0.6224,1539.45,131.84,4.95,0
5174,20.95,0.5227,1378.92,152.63,5.03,1
5175,21.47,0.6527,1485.12,166.87,4.93,1
5176,22.48,0.5905,1516.43,156.09,4.86,0
5177,17.48,0.6296,1629.45,147.94,5.08,0
5178,19.44,0.7626,1402.77,154.72,4.98,1
5179,14.96,0.692,1511.63,144.7,5.09,0
5180,20.66,0.4175,1566.95,155.49,4.94,0
5181,21.83,0.5834,1582.18,154.34,5.13,1
5182,17.68,0.6194,1521.01,160.7,5.01,0
5183,17.36,0.5373,1484.79,159.68,4.96,0
5184,17.65,0.7025,1513.51,156.61,5.03,0
5185,22.15,0.623,1505.83,143.99,4.97,0
5186,21.86,0.5427,1429.8,135.89,4.93,1
5187,23.66,0.4335,1435.14,153.01,5.04,0
5188,21.38,0.5967,1531.14,143.16,5.07,1
5189,21.87,0.5349,1284.22,143.02,4.94,1
